83.05 42.05 5000 27159.7 1042.7 47821.1 -3.86481238 1
83.15 42.05 5000 27159.7 1042.7 47821.1 -3.91458471 1
83.25 42.05 5000 27159.7 1042.7 47821.1 -3.9576255 1
83.35 42.05 5000 27159.7 1042.7 47821.1 -3.99333305 1
83.45 42.05 5000 27159.7 1042.7 47821.1 -4.02117695 1
83.55 42.05 5000 27159.7 1042.7 47821.1 -4.04072478 1
83.65 42.05 5000 27159.7 1042.7 47821.1 -4.0516701 1
83.75 42.05 5000 27159.7 1042.7 47821.1 -4.05386036 1
83.85 42.05 5000 27159.7 1042.7 47821.1 -4.04732304 1
83.95 42.05 5000 27159.7 1042.7 47821.1 -4.03228831 1
84.05 42.05 5000 27159.7 1042.7 47821.1 -4.00920594 1
84.15 42.05 5000 27159.7 1042.7 47821.1 -3.97875457 1
84.25 42.05 5000 27159.7 1042.7 47821.1 -3.94184179 1
84.35 42.05 5000 27159.7 1042.7 47821.1 -3.89959363 1
84.45 42.05 5000 27159.7 1042.7 47821.1 -3.8533331 1
84.55 42.05 5000 27159.7 1042.7 47821.1 -3.80454798 1
84.65 42.05 5000 27159.7 1042.7 47821.1 -3.75484927 1
84.75 42.05 5000 27159.7 1042.7 47821.1 -3.70592199 1
84.85 42.05 5000 27159.7 1042.7 47821.1 -3.65947103 1
84.95 42.05 5000 27159.7 1042.7 47821.1 -3.61716476 1
85.05 42.05 5000 27159.7 1042.7 47821.1 -3.58057923 1
85.15 42.05 5000 27159.7 1042.7 47821.1 -3.55114544 1
85.25 42.05 5000 27159.7 1042.7 47821.1 -3.53010166 1
85.35 42.05 5000 27159.7 1042.7 47821.1 -3.51845239 1
85.45 42.05 5000 27159.7 1042.7 47821.1 -3.51693481 1
85.55 42.05 5000 27159.7 1042.7 47821.1 -3.52599348 1
85.65 42.05 5000 27159.7 1042.7 47821.1 -3.54576363 1
85.75 42.05 5000 27159.7 1042.7 47821.1 -3.57606341 1
85.85 42.05 5000 27159.7 1042.7 47821.1 -3.61639581 1
85.95 42.05 5000 27159.7 1042.7 47821.1 -3.66596058 1
86.05 42.05 5000 27159.7 1042.7 47821.1 -3.72367677 1
86.15 42.05 5000 27159.7 1042.7 47821.1 -3.78821627 1
86.25 42.05 5000 27159.7 1042.7 47821.1 -3.8580479 1
86.35 42.05 5000 27159.7 1042.7 47821.1 -3.93149114 1
86.45 42.05 5000 27159.7 1042.7 47821.1 -4.00677727 1
86.55 42.05 5000 27159.7 1042.7 47821.1 -4.08211526 1
86.65 42.05 5000 27159.7 1042.7 47821.1 -4.1557582 1
86.75 42.05 5000 27159.7 1042.7 47821.1 -4.22606631 1
86.85 42.05 5000 27159.7 1042.7 47821.1 -4.29156228 1
86.95 42.05 5000 27159.7 1042.7 47821.1 -4.35097519 1
87.05 42.05 5000 27159.7 1042.7 47821.1 -4.40327047 1
87.15 42.05 5000 27159.7 1042.7 47821.1 -4.44766463 1
87.25 42.05 5000 27159.7 1042.7 47821.1 -4.48362484 1
87.35 42.05 5000 27159.7 1042.7 47821.1 -4.51085509 1
87.45 42.05 5000 27159.7 1042.7 47821.1 -4.52927138 1
87.55 42.05 5000 27159.7 1042.7 47821.1 -4.5389694 1
87.65 42.05 5000 27159.7 1042.7 47821.1 -4.54018826 1
